# qstring	previous	current	probability
=MrF _;	成為	新	-0.60
=MrF _;q=	成為	新興	-1.18
=MrF c=	成為	英	-1.20
=MrF hI	成為	南	-1.18
=MrF {h	成為	漢	-1.17
=M|J Wk	成人	向	-1.11
=M|J ]O	成人	禮	-1.04
=X F0L`	抖	一下	-0.94
=XC: }M	斗山	熊	-0.94
=[@P N7	允許	輝	-1.02
=_ 0i3>	立	戰功	-1.06
=_ 2:UB	麗	安娜	-0.85
=_ 5E3g	立	學校	-1.11
=_ 5EC_	力	學系	-0.83
=_ 5_\Y	力	一點	-1.06
=_ :<0_	立	軍事	-1.04
=_ <i0_	立	電視	-1.15
=_ >P9j	利	矩陣	-1.20
=_ B@m0vY	利	圖書館	-1.13
=_ B@m0vY	立	圖書館	-0.99
=_ CER0<i	例	台積電	-1.02
=_ DbNF	利	克雷	-1.06
=_ DblI	利	可汗	-0.86
=_ E0t2	利	斯托	-1.02
=_ Em0_	利	二世	-1.27
=_ Em~I	曆	二年	-1.04
=_ F00_	利	一世	-1.34
=_ GK2_	立	文字	-1.12
=_ JD`0	利	耶夫	-1.10
=_ NO\_	力	指數	-1.13
=_ PLWB	利	王國	-1.09
=_ RdRO	立	太子	-0.92
=_ SW5E	立	小學	-0.95
=_ SWOd	粒	小麥	-0.97
=_ UlvY	立	命館	-1.04
=_ WBPL	利	國王	-1.26
=_ YB[K	利	活存	-1.11
=_ \0E0	利	烏斯	-0.57
=_ ^HC0|J	利	投資人	-0.84
=_ ^Pda	利	亞諾	-0.89
=_ _;GK	立	新聞	-0.85
=_ `Z_f	力	引爆	-0.83
=_ dRA1	利	可拉	-1.15
=_ jK4W	利	群島	-0.84
=_ pa~l	力	作用	-1.01
=_ q07:	利	蘇丹	-1.24
=_ rF>`	莉	薇婭	-0.93
=_ rF^P	麗	維亞	-1.02
=_ rFe]	利	維爾	-0.82
=_ tPe]	利	瓦爾	-0.91
=_ z?^P	莉	迪亞	-0.95
=_ |_5E	立	大學	-0.95
=_0_ 0_ec	力士	世界	-1.08
=_0_ _\	力士	猛	-0.89
=_2@ Wk	立即	向	-0.95
=_5E [1	力學	家	-1.10
=_:L Ei	溧陽	縣	-1.10
=_?0 QW	荔枝	角	-0.88
=_C0 Db	利茲	克	-1.15
=_C0 |_5E	利茲	大學	-0.96
=_H< o=C_	立方	晶系	-0.95
=_LP 9>	曆法	中	-0.98
=_LP =M0_	立法	程式	-0.98
=_LP C_?]	曆法	系統	-1.17
=_LP aJ=_	立法	權力	-1.11
=_LP mM	曆法	從	-0.94
=_LP {h	曆法	和	-1.21
=_N@ Z_FM	例如	著名	-1.15
=_N@ nH	例如	由	-1.13
=_N_ Ei	栃木	縣	-1.14
=_PO v4	歷史	街	-1.09
=_PO zO5_	歷史	主義	-0.97
=_PODkEf Z_FM	歷史上最	著名	-1.09
=_QM `l	例行	性	-1.10
=_Qd:_PL wf	歷代帝王	廟	-0.95
=_RV 9K	立委	林	-0.97
=_RV <@	立委	吳	-0.92
=_UGmY 2P	立陶宛	語	-0.95
=_UGmY 5_	立陶宛	裔	-1.16
=_^f F00_	利奧	一世	-1.21
=_^f kO0_	利奧	五世	-1.08
=_^fC20C F00_	利奧波德	一世	-1.06
=_~l ?1	利用	它	-1.11
=_~l n?K_	利用	職務	-0.99
=` 4aA1	薩	莫拉	-1.00
=` 4aSd	薩	莫奈	-0.96
=` :1Eb	薩	巴赫	-0.94
=` D19K	薩	哈林	-0.76
=` DbA1	薩	克拉	-1.17
=` PL_G	薩	王朝	-1.20
=` U3`0	薩	科夫	-1.03
=` VB|?	薩	羅尼	-1.13
=` XOe]	薩	米爾	-1.18
=` lIWB	薩	汗國	-1.13
=` r5Db	薩	塞克	-0.53
=` w?Db	薩	皮克	-0.92
=` z?~_	薩	迪納	-1.11
=` {JO@	薩	神族	-1.07
=`=_ Eb	薩利	赫	-0.78
=`=_ nO	薩利	姆	-1.08
=`@b A1	薩特	拉	-0.80
=`A1 E0	薩拉	斯	-1.08
=`A1 Eb	薩拉	赫	-0.96
=`A1 nO	薩拉	姆	-1.10
=`A1 t2	薩拉	託	-0.96
=`E0 sh	薩斯	曼	-1.05
=`XO 2P	薩米	語	-1.07
=`e] 6C	薩爾	河	-1.10
=`e] E0	薩爾	斯	-1.05
=`e] ql	薩爾	貢	-0.87
=`e] sh	薩爾	曼	-1.12
=`e] vO	薩爾	滸	-0.97
=`nO ~_	薩姆	納	-0.87
=`rF 3@	薩維	奇	-1.12
=`tA E0	薩摩	斯	-1.12
=`tA eI	薩摩	藩	-0.75
=f 3>L_	會	公布	-1.13
=f M90_	會	修士	-1.01
=f ^=4@	會	升息	-0.91
=f l0EE	匯	出來	-0.95
=f mOe]	惠	普爾	-1.01
=f0> 6C	會通	河	-1.06
=f5_ 0_	會議	事	-1.23
=f5_ 4@	會議	席	-1.07
=f5_ TJ	會議	員	-0.51
=f5_ nH	會議	由	-1.03
=f6C rg	匯合	後	-0.99
=f6C {O	匯合	處	-1.01
=f=@=f NX|J	會不會	有人	-1.12
=f=@=f pa	會不會	做	-1.04
=f=f 0_	會會	士	-0.87
=fNX _;	會有	新	-1.10
=fTJ 4a	會員	莫	-0.95
=fTJ Ei	會員	限	-1.11
=fTJ kG	會員	條	-0.98
=fTJ w[	會員	享	-0.67
=fVe ?]	會被	桶	-0.97
=f\i Rds2	會賺	太多	-1.00
=f]O \O	會理	你	-0.95
=f_` AM	會話	層	-1.07
=f_d 5_	會在	意	-0.65
=fl0 0_	會出	事	-0.79
=fn_ pa	會去	做	-1.15
=k1_ :h	抗日	救	-0.85
=k1_0i\= A_	抗日戰爭	暨	-1.02
>1_d N7	搭載	輝	-0.89
>9kK \_	搜尋	樹	-1.06
>>FM 5J	聰明	錢	-1.16
>@ 0TS_	蒲	鐵路	-1.15
>@ KloO	葡	政府	-1.03
>@:L `l	濮陽	興	-0.98
>@=` cf	菩薩	道	-0.45
>@=`=MuA ?0cf	菩薩成佛	之道	-0.50
>@UG~@ 2@	葡萄牙	籍	-1.04
>C ?1\y	則	它們	-1.10
>C s22f	則	多為	-0.92
>C0_ NO	則是	指	-0.82
>C0_ nH	則是	由	-0.72
>E 5_A@	白	異讀	-0.81
>E3> N_mG	白宮	幕僚	-0.95
>E3> rg	白宮	後	-1.10
>E:bVBE0 2P	白俄羅斯	語	-1.07
>E]; ]1	白金	蝦	-0.92
>E]; {h	白金	漢	-0.82
>E]K 4_	白雲	寺	-1.05
>EaM RV	白龍	尾	-0.88
>En: 3>	白川	宮	-1.04
>J 4CN:	完	隔天	-0.99
>J :h=f	完	就會	-1.01
>J A_o_	完	繼續	-1.09
>J HE0_	完	還是	-1.16
>J KPDk	完	馬上	-1.00
>J NbCR	完	廁所	-1.03
>J c=f5	完	應該	-1.11
>J dRUO	完	可以	-1.15
>J n?v4	完	直接	-0.95
>J rFNO	完	為止	-0.56
>J |_Ud	完	大概	-1.01
>JQ= Ml	完封	勝	-0.65
>JaJ nH	完全	由	-0.67
>JaJ |O	完全	數	-0.92
>Jqq F0L`	玩了	一下	-1.01
>Jqq IP5J	玩了	把錢	-0.91
>JwI 0_	完顏	氏	-1.13
>JwI ~\	完顏	璟	-0.96
>J}8 =M	丸都	城	-1.08
>K 4L=M	秦	長城	-1.06
>K ?]F0	秦	統一	-0.88
>K PLRO	秦	王子	-1.01
>K PLoO	秦	王府	-0.84
>KPL Kl	秦王	政	-0.59
>KvHJY 5_	禽流感	疫	-0.95
>P 9j2@	矩	震級	-0.94
>PQM _;	舉行	新	-1.13
>Pqh aJ	舉辦	權	-0.96
>W CER0<i	找	台積電	-1.08
>W>C qO	沼澤	土	-1.01
>Wcf _;	找到	新	-1.12
>We1 2P	爪哇	語	-1.14
>] ;f|J	董	貴人	-1.00
>] ~IZO	董	年底	-0.85
>]0_b[ 2f	董事長	魏	-0.72
>]0_b[ 6C	董事長	核	-0.68
>]0_b[ 9K	董事長	林	-1.04
>]0_b[ <@	董事長	吳	-1.04
>]0_b[ A0	董事長	施	-0.96
>]0_b[ A_	董事長	暨	-0.93
>`r5MdsI 2P	亞塞拜然	語	-0.94
>d p?`l	掠	食性	-0.94
>i 0_A_	廿	世紀	-0.90
>i 4M=_	念	能力	-0.96
>i kO1_	廿	五日	-0.92
>i wI:hCR	念	研究所	-1.01
>i x79>	念	高中	-0.75
>i |_5E	念	大學	-0.89
?0 0J=f	支	聯會	-0.89
?0 0ip?	之	戰時	-1.04
?0 2:MP	支	安打	-0.50
?0 4LMP	支	長打	-1.05
?0 7:?P	支	單曲	-1.12
?0 7fkO	支	隊伍	-1.05
?0 ;:S_	枝	甘露	-0.92
?0 BYzO	之	板主	-1.08
?0 Em}U	支	二壘	-1.03
?0 L_}i	之	部分	-1.19
?0 PM0_	之	情事	-0.59
?0 aJ=_	之	權利	-0.53
?0 aJ=_	之	權力	-1.19
?0 aJ}UMP	支	全壘打	-0.65
?0 m08_ci	知	樞密院	-0.94
?0 tA|?	祗	摩尼	-0.87
?0 |_=M	之	大成	-0.94
?0 }Q?0	知	我知	-0.84
?02P ~\x@	支語	警察	-0.88
?05J 8i	之前	便	-1.12
?05J BY	之前	板	-1.15
?05J NX|J	之前	有人	-0.84
?05J UO	之前	已	-1.12
?05J _`	之前	畫	-1.02
?0PM |J0_	知情	人士	-0.56
?0T: nH	之間	由	-1.13
?0TJ CEA@	支援	臺獨	-0.93
?0TJ Od	支援	麥	-1.08
?0TJ _;	支援	新	-1.19
?0TJ nH	支援	由	-1.17
?0[1T3 0_	芝加哥	市	-1.17
?0cf Bb	知道	勒	-1.01
?0cf CER0<i	知道	台積電	-1.15
?0cf NX|J	知道	有人	-1.20
?0cf wfLP0Jp1o=	之道	妙法蓮華經	-0.52
?0cf yS	之道	也	-1.10
?0cf |_Ml	之道	大乘	-0.52
?0l0 0i	支出	佔	-1.01
?0l0 2@	之初	即	-1.00
?0l0 8i	之初	便	-1.02
?0l0 :h	之初	就	-0.90
?0o? CER0<i	支持	台積電	-1.14
?0o? TJ	支持	原	-1.13
?0o? zJ	支持	沈	-0.97
?0rg 2@	之後	即	-1.10
?0rg 8i	之後	便	-0.82
?0rg ?1	之後	她	-1.16
?0rg Q;	之後	因	-1.02
?0}I 0_	織田	氏	-0.91
?0}I :<	織田	軍	-1.05
?0}I [1	織田	家	-0.93
?0~_ 0U	支那	仔	-1.04
?0~_ Ci	支那	賤	-0.93
?1 0>4L	它	通常	-0.89
?1 0\0\	它	往往	-1.17
?1 0_0_	他	逝世	-0.98
?1 0_<X	她	是否	-1.20
?1 0_<X	它	是否	-1.08
?1 0_=@0_	她	是不是	-1.19
?1 0_WY	她	飾演	-1.23
?1 0__d	它	是在	-0.90
?1 0_rq	她	是個	-1.11
?1 11tf	它	需要	-1.07
?1 1U~l	它	採用	-1.02
?1 2fFM	他	為名	-1.00
?1 2fR@	它	位於	-0.98
?1 3EWl	她	決定	-1.09
?1 4Mpg	她	能夠	-1.23
?1 4Mpg	它	能夠	-0.89
?1 5_0_	它	亦是	-1.19
?1 5_3:	它	一般	-1.16
?1 5_n?	她	一直	-0.84
?1 5_n?	它	一直	-1.24
?1 6_11	它	必須	-0.92
?1 7:<j	她	擔任	-1.07
?1 7W3>	她	老公	-1.05
?1 7fR@	它	對於	-1.15
?1 8Tcf	他	寫道	-0.70
?1 8i=M	她	變成	-1.12
?1 9P6N	她	女兒	-1.08
?1 :h=f	它	就會	-1.11
?1 ;j}^	它	甚至	-1.20
?1 <@LP	它	無法	-1.13
?1 <jrF	它	認為	-1.24
?1 =1Ei	她	發現	-1.10
?1 =1QM	她	發行	-1.17
?1 =@=f	它	不會	-1.17
?1 =@_d	它	不再	-1.24
?1 =@tf	她	不要	-1.17
?1 =MrF	她	成為	-0.84
?1 =MrF	它	成為	-0.94
?1 =[@P	它	允許	-0.90
?1 =_~l	它	利用	-1.12
?1 ?05J	它	之前	-1.19
?1 ?0TJ	它	支援	-1.08
?1 ?MsI	它	仍然	-1.08
?1 @>NX	她	擁有	-1.23
?1 @>NX	它	擁有	-0.90
?1 AMo=	她	曾經	-1.17
?1 AMo=	它	曾經	-1.19
?1 A_0_	它	既是	-1.19
?1 A_o_	她	繼續	-1.11
?1 Bk`0	她	丈夫	-1.03
?1 CM0C	她	贏得	-1.17
?1 Cb|J	她	個人	-1.17
?1 EE2_	它	來自	-1.23
?1 Ef9>	她	最終	-1.17
?1 Efl0	它	最初	-0.99
?1 Ei_d	它	現在	-1.12
?1 F0^=	他	一生	-0.61
?1 F:2P	她	參與	-1.18
?1 FW0_	她	表示	-0.75
?1 GLyf	她	強調	-0.99
?1 GLyf	它	強調	-1.20
?1 GYwI	她	坦言	-1.14
?1 HE0_	她	還是	-0.93
?1 HENX	它	還有	-1.21
?1 I<p?	她	當時	-1.12
?1 IFNX	她	沒有	-0.82
?1 IFNX	它	沒有	-0.86
?1 IXVe	他	守備	-1.18
?1 IbIk	她	這樣	-1.20
?1 KZ|J	她	本人	-1.08
?1 L_11tf	它	不需要	-1.19
?1 L_4M	它	不能	-0.97
?1 LjQM	它	進行	-1.20
?1 NO0_	它	只是	-0.98
?1 NONX	它	只有	-1.14
?1 NOl0	她	指出	-1.05
?1 O_^;	她	父親	-1.06
?1 PO0C	它	使得	-1.04
?1 QM=M	它	形成	-1.19
?1 QdFW	它	代表	-1.07
?1 R0R@	它	基於	-1.11
?1 R0g0	它	幾乎	-1.09
?1 Sl=@	它	並不	-1.18
?1 Sl=@0_	它	並不是	-1.17
?1 Slj6	它	並非	-1.17
?1 UO5J	她	以前	-1.18
?1 UOo=	它	已經	-0.78
?1 UZ3e	它	很快	-1.17
?1 VD6C	它	結合	-1.19
?1 Wl5_	它	定義	-1.14
?1 Z_FM	他	著名	-1.20
?1 ]e4_	它	類似	-1.20
?1 _;]O	他	心裡	-1.12
?1 _Mp?	她	同時	-1.08
?1 _Mp?	它	同時	-0.96
?1 _d03	他	在說	-1.14
?1 bOTJR@	它	起源於	-1.19
?1 c=f5	她	應該	-1.19
?1 c=f5	它	應該	-1.24
?1 dR4M	它	可能	-0.87
?1 dR4M0_	它	可能是	-1.07
?1 g5PO	她	開始	-1.03
?1 g5PO	它	開始	-1.24
?1 hG\_	它	描述	-1.12
?1 ha0C	她	獲得	-1.05
?1 ha0C	它	獲得	-1.16
?1 l0^=	她	出生	-1.14
?1 m_3E	她	拒絕	-1.13
?1 m_}?	它	距離	-1.17
?1 mgfa	它	透過	-1.00
?1 nO^;	她	母親	-1.04
?1 n_0_	她	去世	-1.12
?1 o=4L	她	經常	-1.12
?1 o=4L	它	經常	-1.08
?1 p7ga	它	包括	-0.82
?1 p?A_Dk	它	實際上	-1.04
?1 parF	她	作為	-0.95
?1 parF	它	作為	-0.97
?1 rgEE	她	後來	-0.92
?1 rgEE	它	後來	-1.20
?1 v4xg	她	接受	-1.08
?1 w[tf	她	想要	-1.15
?1 x_<1	她	爸媽	-1.14
?1 xgcf	它	受到	-1.17
?1 yS0_	它	也是	-0.60
?1 ySdRUO	它	也可以	-0.96
?1 zOtf	它	主要	-0.87
?1 {?3>	她	提供	-1.21
?1 {?3>	它	提供	-0.84
?1 {Hr;	她	求婚	-1.09
?1 |OR@	它	屬於	-1.18
?1 }Qtf	她	我要	-1.01
?10_ 0_ec	它是	世界	-0.92
?10_ 9>WB	它是	中國	-1.03
?10_ NO	它是	指	-1.12
?10_ mgfa	它是	透過	-1.07
?10_ xUWB	它是	美國	-1.18
?1\y 0>4L	它們	通常	-0.90
?1\y 0_	她們	是	-0.90
?1\y 0_	它們	是	-0.62
?1\y 0__d	它們	是在	-1.12
?1\y 0_nH	它們	是由	-1.16
?1\y 2P	它們	與	-0.88
?1\y 2_aO	它們	自己	-1.09
?1\y 4M	它們	能	-1.08
?1\y 4Mpg	它們	能夠	-0.98
?1\y 6_11	它們	必須	-1.12
?1\y 7f	它們	對	-1.11
?1\y 8i	他們	便	-0.99
?1\y 9>	它們	中	-1.21
?1\y <@LP	它們	無法	-1.17
?1\y =@	它們	不	-1.17
?1\y =MrF	它們	成為	-1.19
?1\y =f	它們	會	-0.94
?1\y =f	牠們	會	-0.95
?1\y ?0T:	它們	之間	-0.71
?1\y ?;KD	它們	分別	-0.93
?1\y ?MsI	它們	仍然	-1.19
?1\y CR	它們	所	-0.99
?1\y Cb2_	它們	各自	-1.12
?1\y EE	它們	來	-1.23
?1\y IFNX	它們	沒有	-1.12
?1\y L_4M	它們	不能	-1.17
?1\y LjQM	它們	進行	-1.16
?1\y NX	它們	有	-0.97
?1\y NXxq	它們	有著	-1.18
?1\y PO~l	它們	使用	-1.19
?1\y Sl=@	它們	並不	-1.11
?1\y UO	他們	已	-1.20
?1\y UO	它們	以	-1.23
?1\y VO	它們	比	-1.18
?1\y V_h<	它們	互相	-1.19
?1\y Ve	它們	被	-0.88
?1\y Wk	他們	向	-0.99
?1\y [K_d	它們	存在	-1.18
?1\y a_	他們	育	-0.99
?1\y dR	它們	可	-1.12
?1\y dR4M	它們	可能	-1.00
?1\y dR4M0_	它們	可能是	-1.19
?1\y dRUO	它們	可以	-0.77
?1\y f<	它們	將	-1.14
?1\y mM	它們	從	-1.20
?1\y m_NX	它們	具有	-0.98
?1\y nH	它們	由	-1.28
?1\y p7ga	它們	包括	-1.18
?1\y pa	他們	做	-1.12
?1\y parF	它們	作為	-1.21
?1\y yS	它們	也	-0.99
?1\y zOtf	它們	主要	-1.07
?1\y {h	它們	和	-1.19
?1\y }8	它們	都	-0.87
?1\y }80_	它們	都是	-0.93
?1\y }8NX	它們	都有	-1.20
?1\y ~O=M	它們	組成	-1.22
?1_d 2f	他在	位	-0.88
?9 893_PO	幽	州刺史	-0.93
?96d zO5_	優越	主義	-1.11
?9=f KP	優惠	碼	-0.51
?9=f n_	優惠	趣	-0.85
?9=f oi	優惠	劵	-1.03
?; 2fTJ	芬	位元	-1.02
?; :1Eb	芬	巴赫	-0.87
?; PL_G	芬	王朝	-1.02
?;9> |O	分鐘	數	-1.05
?;?; Wk	紛紛	向	-1.12
?;KD 0i	分別	佔	-0.79
?;L; 0U	分身	仔	-0.99
?;L; cO	分身	洗	-1.12
?;RO AM	分子	層	-0.96
?;RO nH	分子	由	-1.16
?;RO^=K_5E [1	分子生物學	家	-0.90
?;T0 NO	分析	指	-1.13
?;T3 cG	分割	槽	-0.50
?;We }^	分配	製	-0.98
?;]e v4	分類	階	-0.86
?;ac =M	分裂	成	-0.67
?;iI 5_	芬蘭	裔	-1.15
?;rF 7:	分為	單	-1.16
?;rF JY	氛圍	感	-0.92
?;rF hI	分為	南	-1.07
?;rF p?	分為	十	-1.12
?;rF |O	分為	數	-1.13
?;w[ 0\	分享	網	-1.20
?;w[ B_	分享	器	-0.73
?;w[ UO	分享	已	-0.87
?;}? 3>]O	分離	公理	-0.97
?;}^ rg	分治	後	-0.95
?>BY 0_	松阪	市	-1.14
?>C: T3	松山	哥	-1.06
?>UG vY	松濤	館	-1.00
?E QMml	牌	行動	-0.77
?E^: 2P	排灣	語	-1.16
?EtO R0	排骨	雞	-1.00
?M Ci_d	仍	健在	-0.95
?MNX L_}i	仍有	部分	-0.98
?MNX Qd	仍有	待	-0.74
?MsI 2f	仍然	未	-1.03
?MsI NX|J	仍然	有人	-1.14
?MsI nH	仍然	由	-1.15
?P 6dhI	娶	越南	-0.86
?P0C _;	取得	新	-1.19
?PFM 2_	取名	自	-1.08
?PQd :h	取代	舊	-0.92
?PQd `l	取代	性	-1.04
?W 5_C2	炒	一波	-0.86
?W <Ccp	炒	什麼	-1.09
?W L_bOEE	炒	不起來	-1.04
?W _;GK	炒	新聞	-0.88
?W rYEi	炒	短線	-0.79
?W vHQk	炒	流量	-0.97
?WtO 0U	炒股	仔	-1.16
?WwK 0U	炒房	仔	-0.91
?WwK ?W	炒房	炒	-1.03
?] 5_?]	桶	一桶	-0.84
?]A_ C0	統計	資	-0.91
?]F0 Kl	統一	證	-0.70
?]F0 ^H	統一	投	-1.13
?]F0 n?	統一	職	-0.98
?]F0 p?	統一	實	-0.94
?]F0A0 7f	統一獅	隊	-1.04
?]}^ aJ=_	統治	權力	-1.11
?ikO 3@	練武	奇	-0.99
@0 0W0W	吃	飽飽	-0.95
@0 <Clq	吃	甚麼	-1.05
@0 R0O1	吃	雞鴨	-0.96
@0>J th	吃完	飯	-0.93
@0PO VO1g	吃屎	比較	-1.02
@0PO Xo	吃屎	吧	-0.75
@0R0 ?E	吃雞	排	-0.78
@0h< V3	吃香	喝	-0.77
@> 893_PO	雍	州刺史	-0.82
@> ;:=M0_	雍	乾盛世	-0.97
@>Kl p?	雍正	十	-0.99
@>NX F0?0	擁有	一支	-1.11
@>NX Lj	擁有	近	-0.99
@@ :_E0	芙	蒂斯	-0.93
@@ G:~I	符	三年	-1.03
@@ TJRO	氟	原子	-1.00
@@ ]OE0	弗	里斯	-0.83
@@ sOE0	弗	魯斯	-0.76
@@ vHcV	伏	流水	-0.91
@@0C 3>	福德	宮	-0.89
@@0C xj	福德	郡	-1.08
@@0_ }^	服飾	誌	-0.69
@@3M0W 89	符騰堡	州	-1.02
@@5_ 3@	服役	期	-1.09
@@89 =M	福州	城	-1.18
@@89 `d	福州	菜	-0.98
@@=_ }M	福利	熊	-0.91
@@@b 2@	福特	級	-0.99
@@A1 0C	弗拉	德	-1.14
@@A1 R0	弗拉	基	-0.73
@@A1 rF	弗拉	維	-0.93
@@A1 z?	弗拉	迪	-0.89
@@A1R0XOe] F00_	弗拉基米爾	一世	-1.05
@@Ci =M	伏見	城	-1.14
@@Ci CE^:m\	福建	臺灣省	-0.87
@@Ci QM	福建	行	-1.05
@@Ci _`	福建	話	-0.98
@@EE 0C	弗萊	德	-0.92
@@EE FM	弗萊	明	-0.74
@@KM 0_	涪陵	市	-1.21
@@M< 0_	福岡	市	-1.08
@@NF0C ]O	弗雷德	里	-0.95
@@PL k0	福王	朱	-0.99
@@Q; yK	福音	堂	-1.04
@@[[CRtP F00_	弗朗索瓦	一世	-1.00
@@[[T0E0 U3	弗朗西斯	科	-0.61
@@_` K_	氟化	鎢	-0.88
@@e] L1	福爾	紮	-0.95
@@e] sh	福爾	曼	-1.07
@@ea A1	弗洛	拉	-1.17
@@ea OK	弗洛	倫	-0.87
@@ea ea	弗洛	洛	-1.05
@@iI E0	弗蘭	斯	-1.18
@@iI s?	弗蘭	茨	-0.99
@@iIDb 9K	弗蘭克	林	-1.11
@@iIDb e]	弗蘭克	爾	-1.07
@@nH `f	浮遊	炮	-0.87
@@}I ZX	福田	赳	-0.79
@@~\ Ei	福井	縣	-1.16
@PdR aJ	許可	權	-0.50
@Ps2 0\	許多	網	-0.97
@Ps2 Z_FM	許多	著名	-0.75
@Ps2 _;	許多	新	-0.81
@Ps2 tO	許多	古	-1.12
@W F07f	少	一隊	-0.98
@W ~_wI	少	納言	-0.76
@WRO_` 6d	少子化	越	-0.99
@b 0i5_	特	戰役	-1.01
@b A1E0	特	拉斯	-0.62
@b F00_	特	一世	-0.85
@b iIT0	特	蘭西	-0.85
@b lIWB	特	汗國	-1.07
@b rFe]	特	韋爾	-1.13
@b |_:_	特	大帝	-1.07
@b |_g6	特	大杯	-0.89
@b ~_E0	特	納斯	-1.15
@b=_ 0_	特例	市	-1.07
@bBb ?0	特勒	支	-1.03
@bKD 0_	特別	市	-0.65
@bOb v4	特色	街	-1.12
@bWl ]O	特定	理	-1.00
@b\= Ei	特徵	線	-1.06
@b\Y 6TLj	特典	解禁	-0.93
@b]O Db	特里	克	-1.14
@b]O T0	特里	希	-0.86
@b]O U_	特里	庫	-1.14
@beaF0 =M	特洛伊	城	-0.87
@bm0 3>5_	特殊	工藝	-0.97
@j CER0<i	印	台積電	-1.09
@jP_ 0U	印度	仔	-0.76
@jP_ 2@	印度	笈	-0.68
@jP_ 2@	印度	籍	-1.05
@jP_ 4a	印度	莫	-1.15
@jP_ h<	印度	香	-1.14
@jP_ hI	印度	男	-0.99
@jP_ u?	印度	移	-0.55
@jWkEfL; U3	印象最深	刻	-0.94
@j[1:_WB =`	印加帝國	薩	-0.93
@j|? 2P	印尼	語	-0.99
@l4_ g:	奉祀	官	-1.06
@lN: 0_	奉天	市	-1.13
A0 A0b[	師	師長	-0.65
A0 DJb[	師	團長	-0.99
A0 KPe]	施	馬爾	-0.84
A0 Kl}^	師	政治	-1.10
A0 PL_G	施	王朝	-0.68
A00_ rg	失勢	後	-1.12
A0:_ 3>TJ	濕地	公園	-1.02
A0IX rg	失守	後	-1.05
A0Yc _G	失業	潮	-0.95
A0[O ]5	詩體	埃	-0.98
A0hj B_rg	濕潤	氣候	-0.91
A1 0>?0	拉	通知	-1.16
A1 0i5_	拉	戰役	-1.22
A1 2fTJ	拉	位元	-1.15
A1 3>0_	拉	公式	-1.18
A1 3@?1	拉	其他	-1.18
A1 5_C2	拉	一波	-0.97
A1 5_D;	拉	一根	-0.99
A1 :1Eb	拉	巴赫	-1.04
A1 <i~O	拉	電阻	-1.13
A1 =f5_	拉	會議	-1.26
A1 >J7W	拉	完了	-0.79
A1 C:BX	拉	山口	-1.20
A1 E0GK	拉	斯文	-0.98
A1 E0NP	拉	斯塔	-1.19
A1 E0R0	拉	斯基	-1.24
A1 EM7R	拉	蘋果	-1.18
A1 Ebsh	拉	赫曼	-0.91
A1 F0TB	拉	一坨	-1.05
A1 F0rq	拉	一個	-1.13
A1 KPe]	拉	馬爾	-1.09
A1 L_bOEE	拉	不起來	-1.05
A1 PLWB	拉	王國	-1.31
A1 RPe]	拉	卡爾	-1.21
A1 RVcI	拉	尾盤	-0.82
A1 S00_	拉	七世	-0.87
A1 T0>`	拉	西亞	-0.55
A1 WBPL	拉	國王	-1.30
A1 [Lrg	拉	皇后	-1.16
A1 \0e]	拉	烏爾	-1.12
A1 ^fE0	拉	奧斯	-1.11
A1 b[IM	拉	漲停	-1.02
A1 jK4W	拉	群島	-1.20
A1 kGG5	拉	條約	-1.17
A1 mOA1	拉	普拉	-1.07
A1 qh4W	拉	半島	-1.11
A1 rFE0	拉	維斯	-1.26
A1 rF^P	拉	維亞	-0.67
A1 t2E0	拉	託斯	-0.97
A1 x74>	拉	高空	-1.10
A1 |?^P	拉	尼亞	-0.84
A1 ~_lq	拉	那麼	-1.16
A10C F00_	拉德	一世	-1.08
A10C H<	拉德	芳	-1.07
A10C s?	拉德	茨	-1.11
A14C <C	拉格	什	-0.98
A1:1 T3	拉巴	哥	-1.14
A1=` 0C	拉薩	德	-1.04
A1E0 0W	拉斯	堡	-0.78
A1E0 Db	拉斯	克	-1.12
A1E0 ];	拉斯	金	-1.03
A1E0 ea	拉斯	洛	-0.82
A1E0 tA	拉斯	謨	-0.82
A1KP F00_	拉瑪	一世	-1.06
A1KP kO0_	拉瑪	五世	-1.12
A1_; T3	拉辛	哥	-1.12
A1h= 5_	拉丁	裔	-0.77
A1h= nO	拉丁	姆	-1.09
A1h= rFGK	拉丁	維文	-1.04
A1nO 2P	拉姆	語	-1.16
A1nO 3@	拉姆	齊	-0.66
A1r5e] E0	拉塞爾	斯	-1.17
A1tP rG	拉瓦	喬	-0.94
A: |_g6	詹	大悲	-0.98
A:nO0_ F00_	詹姆士	一世	-1.04
A:nOE0 4_0_	詹姆斯	四世	-1.14
A:nOE0 F00_	詹姆斯	一世	-1.15
A:nOE0 l;	詹姆斯	敦	-0.98
A@=_ =M	獨立	成	-0.85
A@=_ |J0_	獨立	人士	-1.09
A@=_ljml [1	獨立運動	家	-0.94
A@A_ gcog	毒劑	洩漏	-0.96
A@QE g:	獨裁	官	-0.82
A@[1 @b\Y	獨家	特典	-0.88
AM 8Tcf	曾	寫道	-0.94
AM jPBY	層	甲板	-0.88
AM |J6C	曾	仁和	-0.69
AMo= Wk	曾經	向	-1.05
AR <<S<	佐	勳章	-0.97
AR3M N7	佐藤	輝	-0.74
